timestamp,tweet_text,username,all_hashtags,followers_count,location
2020-11-21 11:01:06,"b""'Ethiopia pushes toward Tigray capital, rebuffs African mediation'#riskmanagement #Security #news #Ethiopia #Africa #conflict    https://t.co/IqlLLXXG56""",b'StrategiesAg',"['riskmanagement', 'Security', 'news', 'Ethiopia', 'Africa', 'conflict']",35,"London, United Kingdom"
2020-11-21 10:30:19,"b'Laotians are still suffering collateral damage from a covert war that the US waged in the country half a century ago. Felipe Valencia Caicedo tells @timsvengali about the devastating impact of the bombing of #Laos, &amp; how we can help victims of #conflict: https://t.co/ltZt54Gvzj https://t.co/ZtChFqoctQ'",b'voxeu',"['Laos', 'conflict']",45795,"London, United Kingdom"
2020-11-21 10:00:04,b'The first step in conflict resolution is all parties admitting they are not 100% right #resolution #conflict',b'aaronpolley',"['resolution', 'conflict']",135,"Brisbane, Queensland"
2020-11-21 09:55:52,"b'Well @MrKRudd, @slpng_giants_oz @PRGuy17 and @mfw it seems we are all having an impact on sales. Step 1.  Now to get some changes in #media ownership and #enforce #conflict of interest issues for #media #barons. #auspol https://t.co/fnuNy1x76l'",b'kate_eviva',"['media', 'enforce', 'conflict', 'media', 'barons', 'auspol']",2285,Australia
2020-11-21 09:52:28,"b'#Ethiopia denied on Saturday that talks on the growing conflict in its northern #Tigray region were imminent, just hours after three African former presidents were named to help mediate the two-week-old crisis.  https://t.co/qIuHhMWxKq  #Africa #conflict'",b'bywirenews',"['Ethiopia', 'Tigray', 'Africa', 'conflict']",7745,"London, England"
2020-11-21 09:39:55,"b""Devastating sit in #Yemen worsening. Despite peace progress,  #UNSG warns millions risk starving in the worst famine globally in decades. @SultanaBegums @NRC_HoA: Yemenis are are being starved by the #conflict. Please let's find ways to donate. https://t.co/0ejeQsgrpM #HDPNexus""",b'McCandlessErin',"['Yemen', 'UNSG', 'conflict', 'HDPNexus']",959,"Johannesburg, South Africa"
2020-11-21 09:29:05,b'Here DIG Qazi Jameelurehman highlights the staggering over 75 percent success of Dispute Resolution Councils in  #KhyberPakhtunkhwa  #justice #alternative dispute resolution #conflict #police @CRSSpak @Matrixxmedia https://t.co/OKRKL0PlbB',b'ImtiazGul60',"['KhyberPakhtunkhwa', 'justice', 'alternative', 'conflict', 'police']",6669,
2020-11-21 08:28:22,"b""#research4everyone  https://t.co/8gQmjkoTni #Research for Everyone: A series by @GinnysPlanet to make research available in simple language   Here is my conversation with Ayushi Rawat on #PhD research on #Children's Experiences in #Kashmir: Perspectives on #Conflict &amp; Resistance""",b'Shwe_t',"['research4everyone', 'Research', 'PhD', 'Children', 'Kashmir', 'Conflict']",653,India
2020-11-21 08:16:56,b'\xf0\x9f\x94\xa5#WorldHelloDay is marked on 21st November to express that #conflict should be resolved through communication rather than the use of force.  \xf0\x9f\x91\x8bSimply greet ten people today (2m apart!) as an expression of the importance of personal communication in preserving #peace. https://t.co/4C0L5pcnNG',b'IncendoDevelop',"['WorldHelloDay', 'conflict', 'peace']",815,"Hampshire, UK"
2020-11-21 08:12:41,b'Is there a way to move from frozen #conflict to durable #peace in #Libya? https://t.co/kEWeNHHaCB',b'Henry_Dijkhoff',"['conflict', 'peace', 'Libya']",1263,Utrecht
